timestamp,psu0,psu1,total_power_W
2024-09-01 00:00:00+00:00,214.18639039,171.0,385.18639039
2024-09-01 00:05:00+00:00,214.81345548,171.0,385.81345548
2024-09-01 00:10:00+00:00,214.0,171.0,385.0
2024-09-01 00:15:00+00:00,214.0,171.0,385.0
2024-09-01 00:20:00+00:00,214.0,171.0,385.0
2024-09-01 00:25:00+00:00,214.185793,171.0,385.185793
2024-09-01 00:30:00+00:00,214.81082067,171.0,385.81082067
2024-09-01 00:35:00+00:00,214.0,171.0,385.0
2024-09-01 00:40:00+00:00,214.0,171.0,385.0
2024-09-01 00:45:00+00:00,214.188607,171.0,385.188607
2024-09-01 00:50:00+00:00,214.81224564,171.0,385.81224564
2024-09-01 00:55:00+00:00,214.0,171.18651936,385.18651936
2024-09-01 01:00:00+00:00,214.0,171.81225351,385.81225351
2024-09-01 01:05:00+00:00,214.0,171.0,385.0
2024-09-01 01:10:00+00:00,214.18054464,171.36104777,385.54159241
2024-09-01 01:15:00+00:00,214.81230411,172.62464653,387.43695064
2024-09-01 01:20:00+00:00,214.0,171.0,385.0
2024-09-01 01:25:00+00:00,214.0,171.0,385.0
2024-09-01 01:30:00+00:00,214.0,171.0,385.0
2024-09-01 01:35:00+00:00,214.0,171.0,385.0
2024-09-01 01:40:00+00:00,214.0,171.0,385.0
2024-09-01 01:45:00+00:00,214.18673011,171.0,385.18673011
2024-09-01 01:50:00+00:00,214.8150684,171.0,385.8150684
2024-09-01 01:55:00+00:00,214.0,171.0,385.0
2024-09-01 02:00:00+00:00,214.0,171.0,385.0
2024-09-01 02:05:00+00:00,214.18559351,171.0,385.18559351
2024-09-01 02:10:00+00:00,214.8115107,171.0,385.8115107
2024-09-01 02:15:00+00:00,214.0,171.0,385.0
2024-09-01 02:20:00+00:00,214.0,171.0,385.0
2024-09-01 02:25:00+00:00,214.0,171.0,385.0
2024-09-01 02:30:00+00:00,214.0,171.0,385.0
2024-09-01 02:35:00+00:00,214.0,171.0,385.0
2024-09-01 02:40:00+00:00,214.0,171.0,385.0
2024-09-01 02:45:00+00:00,214.0,171.18601403,385.18601403
2024-09-01 02:50:00+00:00,214.0,171.81409186,385.81409186
2024-09-01 02:55:00+00:00,214.0,171.0,385.0
2024-09-01 03:00:00+00:00,214.18704495,171.18702459,385.37406954
2024-09-01 03:05:00+00:00,215.0,171.81399772,386.81399772
2024-09-01 03:10:00+00:00,214.81373106,171.0,385.81373106
2024-09-01 03:15:00+00:00,214.18696705,171.0,385.18696705
2024-09-01 03:20:00+00:00,214.81214651,171.0,385.81214651
2024-09-01 03:25:00+00:00,214.18858096,171.0,385.18858096
2024-09-01 03:30:00+00:00,214.81098964,171.0,385.81098964
2024-09-01 03:35:00+00:00,214.185813,171.0,385.185813
2024-09-01 03:40:00+00:00,214.81292517,171.0,385.81292517
2024-09-01 03:45:00+00:00,214.18907483,171.0,385.18907483
2024-09-01 03:50:00+00:00,214.81261886,171.0,385.81261886
2024-09-01 03:55:00+00:00,214.0,171.0,385.0
2024-09-01 04:00:00+00:00,214.18812507,171.0,385.18812507
2024-09-01 04:05:00+00:00,214.81938542,171.0,385.81938542
2024-09-01 04:10:00+00:00,213.81226201,171.0,384.81226201
2024-09-01 04:15:00+00:00,213.37507735,171.0,384.37507735
2024-09-01 04:20:00+00:00,214.81358385,171.0,385.81358385
2024-09-01 04:25:00+00:00,214.0,171.0,385.0
2024-09-01 04:30:00+00:00,214.0,171.0,385.0
2024-09-01 04:35:00+00:00,214.0,171.0,385.0
2024-09-01 04:40:00+00:00,214.0,171.0,385.0
2024-09-01 04:45:00+00:00,214.18608382,171.0,385.18608382
2024-09-01 04:50:00+00:00,214.81645574,171.0,385.81645574
2024-09-01 04:55:00+00:00,214.0,171.0,385.0
2024-09-01 05:00:00+00:00,214.18871062,171.0,385.18871062
2024-09-01 05:05:00+00:00,214.81323649,171.0,385.81323649
2024-09-01 05:10:00+00:00,214.1869508,171.0,385.1869508
2024-09-01 05:15:00+00:00,214.81187221,171.0,385.81187221
2024-09-01 05:20:00+00:00,214.0,171.0,385.0
2024-09-01 05:25:00+00:00,214.18893568,171.0,385.18893568
2024-09-01 05:30:00+00:00,215.0,171.0,386.0
2024-09-01 05:35:00+00:00,215.0,171.18797244,386.18797244
2024-09-01 05:40:00+00:00,214.81302619,171.81304549,386.62607168
2024-09-01 05:45:00+00:00,214.0,171.0,385.0
2024-09-01 05:50:00+00:00,214.0,171.0,385.0
2024-09-01 05:55:00+00:00,214.0,171.0,385.0
2024-09-01 06:00:00+00:00,214.18729136,171.0,385.18729136
2024-09-01 06:05:00+00:00,214.81309141,171.0,385.81309141
2024-09-01 06:10:00+00:00,214.0,171.0,385.0
2024-09-01 06:15:00+00:00,214.0,171.0,385.0
2024-09-01 06:20:00+00:00,214.0,171.0,385.0
2024-09-01 06:25:00+00:00,214.0,171.0,385.0
2024-09-01 06:30:00+00:00,214.0,171.0,385.0
2024-09-01 06:35:00+00:00,214.18647067,171.0,385.18647067
2024-09-01 06:40:00+00:00,214.81414003,171.0,385.81414003
2024-09-01 06:45:00+00:00,214.0,171.0,385.0
2024-09-01 06:50:00+00:00,214.0,171.0,385.0
2024-09-01 06:55:00+00:00,214.0,171.0,385.0
2024-09-01 07:00:00+00:00,214.0,171.0,385.0
2024-09-01 07:05:00+00:00,214.0,171.0,385.0
2024-09-01 07:10:00+00:00,214.0,171.0,385.0
2024-09-01 07:15:00+00:00,214.0,171.0,385.0
2024-09-01 07:20:00+00:00,214.0,171.0,385.0
2024-09-01 07:25:00+00:00,214.0,171.0,385.0
2024-09-01 07:30:00+00:00,214.18746215,171.0,385.18746215
2024-09-01 07:35:00+00:00,214.81357585,171.0,385.81357585
2024-09-01 07:40:00+00:00,214.0,171.0,385.0
2024-09-01 07:45:00+00:00,214.0,171.0,385.0
2024-09-01 07:50:00+00:00,214.0,170.81307473,384.81307473
2024-09-01 07:55:00+00:00,214.0,170.37688472,384.37688472
2024-09-01 08:00:00+00:00,214.0,171.81246938,385.81246938
2024-09-01 08:05:00+00:00,214.0,171.0,385.0
2024-09-01 08:10:00+00:00,214.0,171.0,385.0
2024-09-01 08:15:00+00:00,214.0,171.0,385.0
2024-09-01 08:20:00+00:00,214.18540957,171.0,385.18540957
2024-09-01 08:25:00+00:00,214.81067899,171.0,385.81067899
2024-09-01 08:30:00+00:00,214.0,171.0,385.0
2024-09-01 08:35:00+00:00,214.18761016,171.0,385.18761016
2024-09-01 08:40:00+00:00,214.81179279,170.81181199,385.62360478
2024-09-01 08:45:00+00:00,214.0,170.18657297,384.18657297
2024-09-01 08:50:00+00:00,214.0,171.0,385.0
2024-09-01 08:55:00+00:00,214.18726,171.0,385.18726
2024-09-01 09:00:00+00:00,214.81282718,171.0,385.81282718
2024-09-01 09:05:00+00:00,214.0,171.1843374,385.1843374
2024-09-01 09:10:00+00:00,214.18786179,171.81215899,386.00002078
2024-09-01 09:15:00+00:00,214.81062583,171.0,385.81062583
2024-09-01 09:20:00+00:00,214.0,171.0,385.0
2024-09-01 09:25:00+00:00,214.0,171.0,385.0
2024-09-01 09:30:00+00:00,214.0,171.0,385.0
2024-09-01 09:35:00+00:00,214.0,171.18586652,385.18586652
2024-09-01 09:40:00+00:00,214.18730506,171.81271426,386.00001932
2024-09-01 09:45:00+00:00,214.81277605,171.0,385.81277605
2024-09-01 09:50:00+00:00,214.0,171.0,385.0
2024-09-01 09:55:00+00:00,214.18750344,171.0,385.18750344
2024-09-01 10:00:00+00:00,214.8124323,171.0,385.8124323
2024-09-01 10:05:00+00:00,214.0,171.0,385.0
2024-09-01 10:10:00+00:00,214.0,171.0,385.0
2024-09-01 10:15:00+00:00,214.18851189,171.0,385.18851189
2024-09-01 10:20:00+00:00,214.81278043,171.0,385.81278043
2024-09-01 10:25:00+00:00,214.0,171.0,385.0
2024-09-01 10:30:00+00:00,214.18644755,171.0,385.18644755
2024-09-01 10:35:00+00:00,214.81332879,171.0,385.81332879
2024-09-01 10:40:00+00:00,214.0,171.0,385.0
2024-09-01 10:45:00+00:00,214.18680336,171.0,385.18680336
2024-09-01 10:50:00+00:00,215.0,171.0,386.0
2024-09-01 10:55:00+00:00,214.81124048,171.0,385.81124048
2024-09-01 11:00:00+00:00,214.0,171.0,385.0
2024-09-01 11:05:00+00:00,214.0,171.0,385.0
2024-09-01 11:10:00+00:00,214.0,171.0,385.0
2024-09-01 11:15:00+00:00,214.18695399,171.0,385.18695399
2024-09-01 11:20:00+00:00,215.0,171.0,386.0
2024-09-01 11:25:00+00:00,214.81415972,171.0,385.81415972
2024-09-01 11:30:00+00:00,214.0,171.0,385.0
2024-09-01 11:35:00+00:00,214.0,171.0,385.0
2024-09-01 11:40:00+00:00,214.18735683,171.18733628,385.37469311
2024-09-01 11:45:00+00:00,214.81194181,171.81196147,386.62390328
2024-09-01 11:50:00+00:00,214.0,171.0,385.0
2024-09-01 11:55:00+00:00,214.0,171.0,385.0
2024-09-01 12:00:00+00:00,214.0,171.0,385.0
2024-09-01 12:05:00+00:00,214.18106574,171.0,385.18106574
2024-09-01 12:10:00+00:00,215.0,171.0,386.0
2024-09-01 12:15:00+00:00,214.81086096,171.0,385.81086096
2024-09-01 12:20:00+00:00,214.0,171.0,385.0
2024-09-01 12:25:00+00:00,214.0,171.0,385.0
2024-09-01 12:30:00+00:00,214.18862248,171.0,385.18862248
2024-09-01 12:35:00+00:00,214.81225144,171.0,385.81225144
2024-09-01 12:40:00+00:00,214.18698382,171.18696387,385.37394769
2024-09-01 12:45:00+00:00,215.0,171.81360782,386.81360782
2024-09-01 12:50:00+00:00,215.0,171.0,386.0
2024-09-01 12:55:00+00:00,214.81105722,171.0,385.81105722
2024-09-01 13:00:00+00:00,214.18698307,171.0,385.18698307
2024-09-01 13:05:00+00:00,215.0,171.0,386.0
2024-09-01 13:10:00+00:00,214.8121346,171.0,385.8121346
2024-09-01 13:15:00+00:00,214.0,171.0,385.0
2024-09-01 13:20:00+00:00,214.0,171.0,385.0
2024-09-01 13:25:00+00:00,214.18793054,171.18791131,385.37584185
2024-09-01 13:30:00+00:00,215.0,171.81335265,386.81335265
2024-09-01 13:35:00+00:00,214.81493032,171.0,385.81493032
2024-09-01 13:40:00+00:00,213.81218764,171.0,384.81218764
2024-09-01 13:45:00+00:00,213.18763535,171.0,384.18763535
2024-09-01 13:50:00+00:00,214.0,170.81306166,384.81306166
2024-09-01 13:55:00+00:00,214.0,170.1879457,384.1879457
2024-09-01 14:00:00+00:00,214.0,171.0,385.0
2024-09-01 14:05:00+00:00,214.0,171.0,385.0
2024-09-01 14:10:00+00:00,214.0,171.0,385.0
2024-09-01 14:15:00+00:00,214.18681533,171.18679626,385.37361159
2024-09-01 14:20:00+00:00,215.0,171.81529007,386.81529007
2024-09-01 14:25:00+00:00,215.0,171.0,386.0
