timestamp,fortygige0_0_0_21,fourhundredgige0_0_0_0,fourhundredgige0_0_0_1,fourhundredgige0_0_0_10,fourhundredgige0_0_0_2,fourhundredgige0_0_0_3,fourhundredgige0_0_0_4,hundredgige0_0_0_11,hundredgige0_0_0_12,hundredgige0_0_0_13,hundredgige0_0_0_14,hundredgige0_0_0_15,hundredgige0_0_0_16,hundredgige0_0_0_17,hundredgige0_0_0_18,hundredgige0_0_0_19,hundredgige0_0_0_29,hundredgige0_0_0_30_0,0/0/0/30,hundredgige0_0_0_30_1,hundredgige0_0_0_30_2,hundredgige0_0_0_30_3,hundredgige0_0_0_8,hundredgige0_0_0_9,tengige0_0_0_20,p_base,p_total
2024-09-01 00:00:00,,12.920293595551447,12.935465050257456,12.962838935310598,11.503033711857704,12.899438049613233,,4.89943724180077,4.952130266645227,4.9008054833744055,4.956574555801505,5.899529497707368,,,,,,,,0.9085658025112971,0.9356079026133238,0.9043991969777615,4.939348168622092,4.938336122725189,,253.85,355.3058035813694
2024-09-01 00:05:00,,12.91601933703472,12.935502040542586,12.961953409233852,11.503403694365309,12.899438043019044,,4.899437241461256,4.953592908764964,4.900762216036431,4.955585384595234,5.899569334182639,,,,,,,,0.9093634876401929,0.923076999183035,0.9031777222436218,4.944538696962253,4.941191002839626,,253.85,355.2966115181048
2024-09-01 00:10:00,,12.916580779666655,12.931419898585066,12.955197078315967,11.491409813751252,12.899438097238898,,4.899437241844478,4.946551859163118,4.900301340758423,4.94554185482067,5.8995379007746624,,,,,,,,0.9076217941791749,0.9172225632540889,0.901491024991425,4.940350759733668,4.937058603396387,,253.85,355.23916061047396
2024-09-01 00:15:00,,12.916831383483478,12.933170742671974,12.985125713865294,11.513738622557817,12.899438035164344,,4.89943724117952,4.946242986984626,4.899884630073884,4.953565231708691,5.899524870588557,,,,,,,,0.9041735940756869,0.923563400875411,0.9042325925551715,4.942456930661746,4.936434463931825,,253.85,355.307820440378
2024-09-01 00:20:00,,12.917210904497308,12.934371916889306,12.983760839043743,11.502206797724256,12.899438112752865,,4.899437240654027,4.940218906855852,4.899874092770815,4.9410458092689,5.901427536572259,,,,,,,,0.9077385443809239,0.9200117359731248,0.9016967935807154,4.942138736013792,4.9380982397954,,253.85,355.2786762067733
2024-09-01 00:25:00,,12.915774362259837,12.938099899603863,12.978683551225007,11.499535083556381,12.899438029870618,,4.899437240977284,4.947315177021312,4.899831259191818,4.945864323513615,5.899609837523083,,,,,,,,0.9040917565181964,0.9236410672797836,0.9015904722368423,4.951308893733101,4.9373592401283855,,253.85,355.2915801946391
2024-09-01 00:30:00,,12.917403075831194,12.937272168334601,12.99100781796338,11.505689232343135,12.899438040473346,,4.899437242095145,4.950485816046962,4.899831682140926,4.951836367188138,5.899512243883367,,,,,,,,0.9062608677906306,0.9326873389191641,0.9032450452845117,4.942257542096114,4.936951292192995,,253.85,355.3233157725836
2024-09-01 00:35:00,,12.918648263479893,12.933525640669327,12.96212908504213,11.483741037632603,12.899438036797621,,4.899437242408035,4.941748549461824,4.899772012948995,4.946099104454224,5.899523980918544,,,,,,,,0.9037751523822415,0.9200405163285774,0.9040257131031875,4.944157447150259,4.932371130157786,,253.85,355.23843291293525
2024-09-01 00:40:00,,12.916171976306035,12.940622656929932,12.975816652861536,11.491090199757728,12.899438062397818,,4.899437241755374,4.945460233174107,4.899721967714843,4.946192155175683,5.899527148145704,,,,,,,,0.9041696249351111,0.9254291856783823,0.9016171247924285,4.947453355246232,4.938965747411118,,253.85,355.281113332282
2024-09-01 00:45:00,,12.914019711344732,12.926930194366033,12.974077487819105,11.491564679476287,12.899438033367726,,4.899437241971892,4.942641641333047,4.899652105877323,4.945563314298253,5.899531029743743,,,,,,,,0.9045934348662024,0.9244645888155579,0.9032461878559515,4.942833370651008,4.933231253298345,,253.85,355.2512242750852
2024-09-01 00:50:00,,12.914253144038918,12.928119270170766,12.96711232368926,11.484348928062275,12.899438061671171,,4.8994372429677,4.940642034032004,4.8996291123826,4.9425559881008105,5.899530559123041,,,,,,,,0.9069748585881143,0.9198699324310126,0.9037411178227784,4.935764572904249,4.930414037582393,,253.85,355.2218311835671
2024-09-01 00:55:00,,12.913731863987053,12.923340927040009,12.964800981343322,11.492802627830686,12.899438007191133,,4.899437242108647,4.941746329247525,4.899643642248471,4.949413792594829,5.8995190320806845,,,,,,,,0.9046160028473139,0.9266655460223838,0.9026213901796656,4.932847823475486,4.932007936649061,,253.85,355.23263314484626
2024-09-01 01:00:00,,12.919161235811298,12.924033835987231,12.960696657701822,11.497958829844224,12.899438020129102,,4.899437241523929,4.951458930456549,4.899637805143627,4.9577354121244745,5.899521835950816,,,,,,,,0.9073063892782562,0.933783083904061,0.9024820712821701,4.934317971615512,4.933522012271451,,253.85,355.27049133302455
2024-09-01 01:05:00,,12.917699717183789,12.924803168109703,12.964658747029972,11.508735176909573,12.89943804521514,,4.899437243518553,4.964604365961904,4.899629729950879,4.9541215660555835,5.899509179686432,,,,,,,,0.906524962275635,0.9294818015926103,0.9049399133383835,4.9394015047319035,4.935284768942298,,253.85,355.29826989050235
2024-09-01 01:10:00,,12.915159705476468,12.927785379407457,12.95894384514407,11.491356054242264,12.89943802971021,,4.899437242036045,4.9493864664204335,4.899637920193982,4.943804249125377,5.899511704189443,,,,,,,,0.9073682913286107,0.9186913642145129,0.9007918106168533,4.93706498360812,4.9388246797189375,,253.85,355.2372017254328
2024-09-01 01:15:00,,12.917435623022069,12.933845601840929,12.963961879119399,11.495920231420222,12.899438057961888,,4.8994372421178,4.9488806683294,4.899759040355871,4.955055537245405,5.899521705019768,,,,,,,,0.9048636334421885,0.924341288548282,0.9031989817883063,4.938162074520597,4.936896434473131,,253.85,355.27071799920526
2024-09-01 01:20:00,,12.918102605579007,12.928595669223855,12.962561799923062,11.488748535560635,12.899438042885194,,4.899437242150369,4.941045352667876,4.899940234123507,4.945953320176172,5.899521283249425,,,,,,,,0.9079962801347804,0.9212866974797107,0.9011684742049946,4.93519235052018,4.93533892885064,,253.85,355.23432681672944
2024-09-01 01:25:00,,12.91357579491943,12.921586414147715,12.958145070077565,11.492345137672038,12.899438007851915,,4.899437268356289,4.948462583651529,4.9001248071012675,4.949768039144657,5.899530470938655,,,,,,,,0.9040787527950348,0.9277192751214591,0.901213859235145,4.934647221089999,4.934010104379132,,253.85,355.2340828064818
