measurement_timestamp,autopower18,autopower17,autopower_total
2024-09-23 08:00:00+00:00,191.07912981455064,211.73997134670486,402.8191011612555
2024-09-23 08:30:00+00:00,191.3377031454784,211.94135975609754,403.2790629015759
2024-09-23 09:00:00+00:00,,,
2024-09-23 09:30:00+00:00,,,
2024-09-23 10:00:00+00:00,,,
2024-09-23 10:30:00+00:00,,,
2024-09-23 11:00:00+00:00,,,
2024-09-23 11:30:00+00:00,,,
2024-09-23 12:00:00+00:00,,,
2024-09-23 12:30:00+00:00,,,
2024-09-23 13:00:00+00:00,,,
2024-09-23 13:30:00+00:00,,,
2024-09-23 14:00:00+00:00,,,
2024-09-23 14:30:00+00:00,,,
2024-09-23 15:00:00+00:00,,,
2024-09-23 15:30:00+00:00,,,
2024-09-23 16:00:00+00:00,,,
2024-09-23 16:30:00+00:00,,,
2024-09-23 17:00:00+00:00,,,
2024-09-23 17:30:00+00:00,,,
2024-09-23 18:00:00+00:00,,,
2024-09-23 18:30:00+00:00,,,
2024-09-23 19:00:00+00:00,,,
2024-09-23 19:30:00+00:00,,,
2024-09-23 20:00:00+00:00,,,
2024-09-23 20:30:00+00:00,,,
2024-09-23 21:00:00+00:00,,,
2024-09-23 21:30:00+00:00,,,
2024-09-23 22:00:00+00:00,,,
2024-09-23 22:30:00+00:00,,,
2024-09-23 23:00:00+00:00,,,
2024-09-23 23:30:00+00:00,,,
2024-09-24 00:00:00+00:00,,,
2024-09-24 00:30:00+00:00,,,
2024-09-24 01:00:00+00:00,,,
2024-09-24 01:30:00+00:00,,,
2024-09-24 02:00:00+00:00,,,
2024-09-24 02:30:00+00:00,,,
2024-09-24 03:00:00+00:00,,,
2024-09-24 03:30:00+00:00,,,
2024-09-24 04:00:00+00:00,,,
2024-09-24 04:30:00+00:00,,,
2024-09-24 05:00:00+00:00,,,
2024-09-24 05:30:00+00:00,,,
2024-09-24 06:00:00+00:00,,,
2024-09-24 06:30:00+00:00,,,
2024-09-24 07:00:00+00:00,,,
2024-09-24 07:30:00+00:00,,,
2024-09-24 08:00:00+00:00,,,
2024-09-24 08:30:00+00:00,,,
