timestamp,fortygige0_0_0_6,hundredgige0_0_0_1,hundredgige0_0_0_10,hundredgige0_0_0_11,hundredgige0_0_0_13,hundredgige0_0_0_14,hundredgige0_0_0_16,hundredgige0_0_0_17,hundredgige0_0_0_19,hundredgige0_0_0_2,hundredgige0_0_0_20,hundredgige0_0_0_3,hundredgige0_0_0_4,hundredgige0_0_0_5,hundredgige0_0_0_7,hundredgige0_0_0_8,hundredgige0_0_0_9,tengige0_0_0_12,tengige0_0_0_14,tengige0_0_0_15,tengige0_0_0_16,tengige0_0_0_18,tengige0_0_0_21_0,0/0/0/21,tengige0_0_0_21_1,tengige0_0_0_22_0,0/0/0/22,tengige0_0_0_22_1,tengige0_0_0_23_2,0/0/0/23,p_base,p_total
2024-09-01 00:00:00,4.191076223778103,4.244518214391182,4.746596518292154,4.736730785306431,,5.2307040100695446,,,,4.375350618897779,4.857328023821857,4.7248716592930196,,,4.8173225714299495,5.250543084193924,4.203392267274464,3.691349303380272,,2.190745974982044,,2.191086866034201,,,0.6928996662263955,0.6907446348058465,3.5,0.6907958150468605,,,319.82,384.846056237224
2024-09-01 00:05:00,4.191083077093408,4.291730161551837,4.757920500627484,4.738757925618587,,5.280168090237698,,,,4.384524147652419,4.8639740600605625,4.725030318090952,,,4.8208033744837495,5.265913994828791,4.20319715371011,3.6913883203586484,,2.190746097758987,,2.19095604408242,,,0.6926069089832065,0.6907446917083179,3.5,0.6907976572030539,,,319.82,384.9903425240502
2024-09-01 00:10:00,4.191062315109485,4.29628105598749,4.75376858968841,4.730718883351004,,5.280056525508073,,,,4.368962457234949,4.837287501358428,4.720821813188101,,,4.8138924163458485,5.251155316892883,4.20252786234239,3.6913461112649624,,2.190745942020047,,2.1909056139689658,,,0.6923246010764554,0.6907446335263123,3.5,0.6907960815634351,,,319.82,384.9133977204272
2024-09-01 00:15:00,4.191069117384106,4.373768212590984,4.748312570798101,4.731249226016234,,5.283561011400266,,,,4.3663289753267644,4.9115885418439955,4.724937550496757,,,4.81365812187923,5.3166933515874994,4.202841187791195,3.691333763914667,,2.1907459808022343,,2.1909450366745205,,,0.6923574503505814,0.6907446503003052,3.5,0.6907957341423767,,,319.82,385.13093048329984
2024-09-01 00:20:00,4.191067206057736,4.3189677446533565,4.7464368846012075,4.734307930116135,,5.244024823905037,,,,4.367154484753737,4.937725336967574,4.727276684906453,,,4.8108904043109515,5.304198595082628,4.202981181202255,3.6913361864602248,,2.19074600885808,,2.190938045897627,,,0.6928881224459134,0.6907446285296481,3.5,0.690796291685341,,,319.82,385.0524805604339
2024-09-01 00:25:00,4.191059791193567,4.253790417110119,4.750563199844231,4.739682564977561,,5.234925127593613,,,,4.362108899700185,4.873518452708349,4.737493772574122,,,4.810023907465751,5.275556978977714,4.202291163463924,3.6913308933143463,,2.1907459435676118,,2.190929263982942,,,0.6931683036800615,0.6907446205771001,3.5,0.6907951324850474,,,319.82,384.8987284332162
2024-09-01 00:30:00,4.191069474370977,4.247746257795049,4.757615709500088,4.746935829932274,,5.227858100770973,,,,4.352525041286995,4.911652348760578,4.718760221617208,,,4.80327783459245,5.287592637278164,4.202857689011407,3.6913237757261337,,2.1907460006609147,,2.1912204897718652,,,0.6927003482696504,0.6907446463012261,3.5,0.6907960129943784,,,319.82,384.91542241864033
2024-09-01 00:35:00,4.19105226182107,4.2491812255800845,4.749465877957309,4.730802094794317,,5.222278683137405,,,,4.327207482758386,4.8385581578958785,4.7079128818987455,,,4.786554421658654,5.2571586980023906,4.202106198031898,3.6913138161614247,,2.190745982399919,,2.1910033540472913,,,0.6926501728838063,0.6907447314106036,3.5,0.6907914627162659,,,319.82,384.72952750315545
2024-09-01 00:40:00,4.191080947032037,4.245306732878866,4.754638449732947,4.764197965498153,,5.222273467286956,,,,4.307670031797797,4.910269312914892,4.706211463946774,,,4.766982408555824,5.279743520177,4.203206297513022,3.6913367113371702,,2.1907460160347108,,2.19107140355317,,,0.6925642455376402,0.6907445830661427,3.5,0.6908005379329109,,,319.82,384.818844094796
2024-09-01 00:45:00,4.1910623993356735,4.240531540790871,4.746404043147269,4.735310406223908,,5.223786315577432,,,,4.276681850454198,4.89870447181053,4.712639353437913,,,4.74424960884473,5.294833642972463,4.202451193711645,3.691313764458329,,2.1907459264174576,,2.191015730016979,,,0.6923661344089452,0.6907446220600899,3.5,0.6907956081831179,,,319.82,384.7336366118516
2024-09-01 00:50:00,4.1910690140051825,4.244176047211181,4.7501364104273645,4.754258906937145,,5.232055861455434,,,,4.252619353432171,4.870326175056508,4.712612502054451,,,4.72081612340964,5.270762490066913,4.202897815745074,3.69133245600121,,2.190746046152469,,2.1909141420247606,,,0.6922079564233288,0.690744648442718,3.5,0.6907969692459446,,,319.82,384.6684729180915
2024-09-01 01:05:00,4.1910657649537955,4.300298433491842,4.756304343518171,4.727197517747799,,5.280902494628261,,,,4.237368782226353,4.887928141456336,4.706621261360174,,,4.714613068027083,5.274934653359128,4.202656008222917,3.6913347537819523,,2.190746034396661,,2.19091583815891,,,0.6929200813768813,0.6907446361205485,3.5,0.6907962828521801,,,319.82,384.74734809567894
2024-09-01 01:10:00,4.19106501138544,4.306388180003623,4.754623530624652,4.7718712117706215,,5.290165348709684,,,,4.233950890042285,4.888065725561879,4.709402651571919,,,4.716864010875783,5.262801110743081,4.20279234912584,3.691323071600502,,2.1907459973044805,,2.190880341944007,,,0.6929074008472491,0.690744634913407,3.5,0.6907967005530102,,,319.82,384.79538816757747
2024-09-01 01:15:00,4.191065050427146,4.323591671145878,4.761638557486677,4.775239295549348,,5.290113757337607,,,,4.23763090825988,4.909559661681803,4.737558056369705,,,4.720171836253746,5.257973055642297,4.202578682250495,3.691326379803411,,2.190745948095533,,2.1920133547406726,,,0.6928400251186848,0.6907446513087836,3.5,0.6907949947963603,,,319.82,384.875585886268
2024-09-01 01:20:00,4.191059992577352,4.313495632695584,4.755182717235581,4.76375969490146,,5.286948301398505,,,,4.238857229097099,4.864424181504941,4.724154015334895,,,4.7181653404422566,5.257186646467971,4.202689385826139,3.6913232880754876,,2.1907459755557275,,2.1932125696687157,,,0.6927378759063338,0.690744626837235,3.5,0.6907954391206481,,,319.82,384.78548291264593
2024-09-01 01:25:00,4.191062564202554,4.309187009019774,4.748163073588853,4.733880632838046,,5.283423218991573,,,,4.242600082282884,4.8585937168921385,4.724302369969797,,,4.717946930061979,5.260683358770867,4.202493478492511,3.6913177265187898,,2.19074593579871,,2.193551253929021,,,0.6932416190350179,0.690744644567352,3.5,0.6907964056793667,,,319.82,384.7427340206392
2024-09-01 01:30:00,4.191058275480605,4.30712934309088,4.750005468303117,4.73421278292017,,5.287547673271449,,,,4.243240237313698,4.866038217145698,4.730111772990271,,,4.717624570274785,5.2717517032969266,4.20258756510233,3.6913080531469067,,2.1907458918331124,,2.1930955955044684,,,0.6930495350252721,0.6907446359481765,3.5,0.6907947868400404,,,319.82,384.7710461074879
2024-09-01 01:35:00,4.191066788343724,4.301652538303114,4.763557017145902,4.7771193742872,,5.249913872766491,,,,4.251548138684022,4.860790947211096,4.723570063496219,,,4.718684091595377,5.256949960413137,4.2026307006555585,3.6913314404179536,,2.1907459937810727,,2.1940993581513406,,,0.692577707820144,0.690744779197592,3.5,0.690796359062461,,,319.82,384.7677791313324
2024-09-01 01:50:00,4.191064853350188,4.274573405495672,4.757797123871859,4.723446777114316,,5.230084796095444,,,,4.2440220143166405,4.8794349048158665,4.782532553149904,,,4.715891352011655,5.245866464784366,4.202828734573128,3.691310215147691,,2.1907460122418185,,2.1964770440869574,,,0.6927330728925714,0.6907447905749111,3.5,0.6907961804556677,,,319.82,384.72035029497863
