timestamp,psu0,psu1,total_power_W
2024-09-01 00:00:00+00:00,208.30063615,192.27775123,400.57838738
2024-09-01 00:05:00+00:00,208.00649287,192.55112844,400.55762131
2024-09-01 00:10:00+00:00,208.30066098,192.27772841,400.57838939
2024-09-01 00:15:00+00:00,208.00603973,192.55154907,400.5575888
2024-09-01 00:20:00+00:00,208.38,192.2778499,400.6578499
2024-09-01 00:25:00+00:00,208.38,192.55153502,400.93153502
2024-09-01 00:30:00+00:00,208.38,192.27901899,400.65901899
2024-09-01 00:35:00+00:00,208.38,192.55171073,400.93171073
2024-09-01 00:40:00+00:00,208.38,192.27859663,400.65859663
2024-09-01 00:45:00+00:00,208.38,192.625,401.005
2024-09-01 00:50:00+00:00,208.30001162,192.625,400.92501162
2024-09-01 00:55:00+00:00,208.00655929,192.625,400.63155929
2024-09-01 01:00:00+00:00,208.38,192.625,401.005
2024-09-01 01:05:00+00:00,208.38,192.625,401.005
2024-09-01 01:10:00+00:00,208.38,192.55366896,400.93366896
2024-09-01 01:15:00+00:00,208.30012718,192.2782254,400.57835258
2024-09-01 01:20:00+00:00,207.927,192.55092052,400.47792052
2024-09-01 01:25:00+00:00,208.00639882,192.27778482,400.28418364
2024-09-01 01:30:00+00:00,208.30001571,192.55067136,400.85068707
2024-09-01 01:35:00+00:00,208.00620735,192.204,400.21020735
2024-09-01 01:40:00+00:00,208.38,192.204,400.584
2024-09-01 01:45:00+00:00,208.38,192.2779025,400.6579025
2024-09-01 01:50:00+00:00,208.30190365,192.625,400.92690365
2024-09-01 01:55:00+00:00,207.927,192.55116971,400.47816971
2024-09-01 02:00:00+00:00,208.00670209,192.204,400.21070209
2024-09-01 02:05:00+00:00,208.38,192.204,400.584
2024-09-01 02:10:00+00:00,208.29964167,192.204,400.50364167
2024-09-01 02:15:00+00:00,208.00719201,192.204,400.21119201
2024-09-01 02:20:00+00:00,208.38,192.27709855,400.65709855
2024-09-01 02:25:00+00:00,208.38,192.625,401.005
2024-09-01 02:30:00+00:00,208.30050209,192.625,400.92550209
2024-09-01 02:35:00+00:00,207.927,192.625,400.552
2024-09-01 02:40:00+00:00,208.00715721,192.625,400.63215721
2024-09-01 02:45:00+00:00,208.38,192.55130054,400.93130054
2024-09-01 02:50:00+00:00,208.38,192.27761304,400.65761304
2024-09-01 02:55:00+00:00,208.3005507,192.55116836,400.8517190600001
2024-09-01 03:00:00+00:00,208.00672753,192.204,400.21072753
