timestamp,gigabitethernet0_0_0_0,gigabitethernet0_0_0_1,gigabitethernet0_0_0_11,gigabitethernet0_0_0_12,gigabitethernet0_0_0_15,gigabitethernet0_0_0_2,gigabitethernet0_0_0_3,gigabitethernet0_0_0_4,gigabitethernet0_0_0_5,gigabitethernet0_0_0_6,gigabitethernet0_0_0_7,gigabitethernet0_0_0_8,tengige0_0_0_30,tengige0_0_0_31,p_base,p_total
2024-09-01 00:00:00,1.0033364193579624,1.003393946601003,1.0030636226877545,1.003577088013858,1.0035051402072626,1.0030764094242666,1.0032134716633094,1.0028927692356422,1.0029117348470236,1.0032601801949432,1.0029631330655242,1.0032676784151267,,,33.19,45.228461593713675
2024-09-01 00:05:00,1.0031067767488788,1.003343370578458,1.002991349170293,1.0033987132651658,1.0036684056441618,1.0033034469953432,1.0031865374618163,1.0030960162537226,1.0029349936542464,1.003128290369565,1.0034373041738158,1.0031494452269736,,,33.19,45.228744649542435
2024-09-01 00:10:00,1.0029960294429552,1.0032298383387521,1.003125786229621,1.003036290222664,1.0032803236393684,1.0030357991750511,1.0033333915572764,1.003145781434248,1.0030299227219148,1.0033475594319372,1.0036632016699092,1.0032529477581151,,,33.19,45.22847687162181
2024-09-01 00:15:00,1.0030939144533313,1.003553420352342,1.0032741773819778,1.003063581307857,1.0034392653631796,1.0029860011010991,1.0028888534819802,1.0032770864779705,1.003538811350133,1.0038927458560476,1.003629794809923,1.0032978007504934,,,33.19,45.229935452686334
2024-09-01 00:20:00,1.0030527870925945,1.0034195476040155,1.0029734474068894,1.0027758670756606,1.0032901119348456,1.0029569212661111,1.002896107264953,1.0033337094195571,1.0030179275522746,1.0038655222547463,1.0034733147535009,1.002915585417635,,,33.19,45.22797084904278
2024-09-01 00:25:00,1.003124484911891,1.002994656127713,1.0030391410906059,1.0030611551192945,1.0032205514948314,1.0028027393357009,1.0031294617894622,1.0033205241726195,1.0029247646439128,1.003475491511796,1.0029865989600435,1.0031672800950566,,,33.19,45.22724684925292
2024-09-01 00:30:00,1.0031517135722596,1.0037476830580334,1.0028549829221485,1.003148528232736,1.0035007097874056,1.0029788700917315,1.0034249696838844,1.0030844676181154,1.0031983345065247,1.0032433621612191,1.0027021840545718,1.0031909272634796,,,33.19,45.22822673295211
2024-09-01 00:35:00,1.0034640234076317,1.0037647526200526,1.002602009243988,1.0028077882393651,1.0034526821434437,1.0030038964848957,1.0032546572490917,1.0034617825051246,1.0034552304037792,1.0033964191502214,1.0028769436616471,1.0032829035098174,,,33.19,45.22882308861905
2024-09-01 00:40:00,1.0029047642999542,1.003303324520308,1.0028083098860536,1.0027897764157754,1.0029777336026333,1.0027701021175095,1.0032389596396443,1.0028684068446294,1.003459668956549,1.0034299293396567,1.0031395339993416,1.0029894236676016,,,33.19,45.22667993328965
2024-09-01 00:45:00,1.0030424510221951,1.0041182205516401,1.0029252547315426,1.0028116307264423,1.0030773250805205,1.0032167389737956,1.0033855225772657,1.0027843716480138,1.0034086851725907,1.0036090523391268,1.003273325293909,1.002774387189662,,,33.19,45.2284269653067
2024-09-01 00:50:00,1.0036130839997588,1.0036880212668156,1.0030932365984984,1.003224796943617,1.0032657916413104,1.0029590666892632,1.0033964817323364,1.0031200643693199,1.0035742292935588,1.0034771441899197,1.003158141186865,1.0029001578319918,,,33.19,45.22947021574325
2024-09-01 00:55:00,1.0031566414131878,1.0039119293435035,1.0028370084763907,1.0029675356249101,1.0030000573430942,1.003344330460903,1.003341094920493,1.0034146008031193,1.0033745467169364,1.0036407891889325,1.003873879069112,1.0026835826216662,,,33.19,45.22954599598224
2024-09-01 01:00:00,1.0029933049667223,1.0031464116260227,1.0027254431626504,1.0025232739158647,1.002892542346159,1.0032895764210097,1.0031139251556769,1.004220655696218,1.0034597762220485,1.004336905990074,1.0040647654091086,1.002697837190514,,,33.19,45.22946441810207
2024-09-01 01:05:00,1.003168325840171,1.0031038613186618,1.0026889937007923,1.0025701057698984,1.0028085644251794,1.0029915602687205,1.0032872274048548,1.0034780572139708,1.0030064522633466,1.0036291950516094,1.0038509847432167,1.002668381798312,,,33.19,45.22725170979873
2024-09-01 01:10:00,1.002911845831136,1.0031003471490199,1.0026238044254248,1.002492343837522,1.0028237588361568,1.0028784622425526,1.0030168983496517,1.0035859598659074,1.00292893583829,1.0038515198805578,1.003468073663206,1.002496729356233,,,33.19,45.226178679275655
